,setnumber,Title,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
180,180,dummy,59gNuZaG2UzPOzfCd0WKxN,0.772,0.533,7,-7.222,1,0.134,0.143,0.0,0.24,0.26,108.059
181,181,dummy,6dnrppGRbt8fie18Lcd9Dd,0.767,0.689,10,-5.573,0,0.0852,0.103,0.0,0.0786,0.555,154.957
182,182,dummy,0jrz4ZQKCsC6h2vzqgHiEp,0.771,0.621,1,-7.453,1,0.0376,0.0297,0.0,0.124,0.154,101.007
183,183,dummy,3jA8ZvniDExxHaoM8nkrCS,0.373,0.652,0,-6.6,0,0.429,0.534,2.53e-05,0.149,0.641,171.238
184,184,dummy,1fOkmYW3ZFkkjIdOZSf596,0.392,0.233,11,-11.012,0,0.0587,0.951,0.000322,0.106,0.494,176.569
185,185,dummy,6DkmFhzJrkVhDlcgcEy7Pc,0.479,0.711,6,-4.977,0,0.236,0.456,0.0,0.215,0.347,79.54
186,186,dummy,6u8hSdYZxbK5EczDPRIXXf,0.814,0.635,7,-6.609,0,0.0809,0.0935,0.0,0.0892,0.784,87.581
187,187,dummy,55nlbqqFVnSsArIeYSQlqx,0.456,0.342,11,-8.162,0,0.0283,0.129,0.0,0.124,0.224,84.087
188,188,dummy,3MPC4VgnsdlTEua8QntLab,0.597,0.564,1,-6.968,1,0.232,0.119,0.0,0.229,0.235,135.92
189,189,dummy,3Txcx4jhuiTZSvhAL0WaRc,0.678,0.414,9,-10.144,0,0.0498,0.366,3.78e-06,0.0885,0.355,130.031
190,190,dummy,5ehJioqjweOpo9I6hjqtAr,0.697,0.782,2,-5.901,1,0.289,0.0312,0.0,0.0651,0.629,103.828
191,191,dummy,5mhIx9uFL53Jk8X8XfLG6F,0.709,0.538,5,-5.821,0,0.0626,0.0419,0.0117,0.128,0.385,113.945
192,192,dummy,6PyLw3l6ndolBrTPQp3Ibm,0.721,0.431,1,-6.633,1,0.045,0.244,0.0,0.0886,0.318,119.76
193,193,dummy,0j55p8YRAPG8yajtNyjt6A,0.69,0.621,8,-3.583,1,0.06,0.321,2.81e-05,0.0884,0.497,66.858
194,194,dummy,2LBqCSwhJGcFQeTHMVGwy3,0.586,0.525,1,-7.163,0,0.0615,0.111,0.0,0.134,0.508,133.629
195,195,dummy,2Yia0Gh4n61fPAjrNE5i2t,0.419,0.616,5,-5.382,0,0.253,0.126,0.0,0.0636,0.33,203.551
196,196,dummy,4A3evD9w8QYhXBxqcj16ys,0.833,0.579,0,-6.568,1,0.08,0.279,0.692,0.0997,0.514,102.009
197,197,dummy,515Sz5OLZs4ySr234CP2js,0.601,0.66,4,-4.776,0,0.0897,0.462,0.0,0.351,0.36,76.029
198,198,dummy,1mhVXWduD8ReDwusfaHNwU,0.583,0.454,1,-11.091,0,0.0425,0.265,0.0,0.181,0.309,74.64
199,199,dummy,42fmP3T4C1LV815RMb8zdC,0.519,0.545,11,-5.957,1,0.0479,0.558,0.0,0.11,0.415,151.993
200,200,dummy,0BVMTLlJquKxqhVvXMYfBa,0.498,0.818,2,-6.636,1,0.0331,0.0751,0.0,0.584,0.638,143.923
201,201,dummy,5EugXICXL06waHgP4iTI58,0.494,0.936,11,-7.195,0,0.0398,0.0112,0.000693,0.276,0.834,107.543
202,202,dummy,7dsGcajKFhmsqg0ZRD6sr6,0.529,0.915,7,-4.284,1,0.0332,0.00329,0.0,0.221,0.75,112.576
203,203,dummy,7xnUWWTW6H35tMXpRYxjl6,0.598,0.674,9,-6.804,1,0.0381,0.0575,0.00188,0.0667,0.146,126.927
204,204,dummy,4ExfBQfuuU0v07p428cmLD,0.4,0.805,4,-8.267,1,0.0539,0.00471,0.1,0.101,0.872,145.713
205,205,dummy,1a3amdJx37xUYczHN62YsA,0.102,0.691,2,-9.597,1,0.0403,0.202,0.00921,0.53,0.242,186.537
206,206,dummy,4o7ZPI2fmEi3piRe0Hrfpy,0.471,0.797,6,-8.407,0,0.0389,0.000179,6.49e-06,0.299,0.497,152.903
207,207,dummy,7e5KPODQV0f3LclrJGAfTw,0.578,0.36,7,-12.9,1,0.0239,0.138,6.53e-06,0.166,0.392,90.593
208,208,dummy,41IEj4J5aAgjbPYzX09Icw,0.645,0.866,4,-6.13,1,0.0322,6.22e-05,7.1e-05,0.113,0.949,128.818
209,209,dummy,6DoZZLeqihO08cV1kSrdaH,0.506,0.641,3,-7.575,1,0.038,0.336,5.23e-05,0.144,0.821,127.14
210,210,dummy,1MScvM0FgUcY29Te3gcjyt,0.407,0.755,9,-7.173,1,0.029,0.000529,0.0867,0.25,0.407,135.808
211,211,dummy,5G09UT1QUpWXsTaoCzXZys,0.662,0.836,5,-5.849,1,0.0465,0.0391,1.84e-06,0.246,0.964,96.693
212,212,dummy,3j8U6OrBD30wOVa6MHCHTi,0.624,0.794,4,-7.018,1,0.0476,0.0101,0.00431,0.137,0.78,167.97
213,213,dummy,32uACGTdxsZ5ZquUzVxuzK,0.526,0.823,5,-9.876,1,0.0432,0.134,0.000184,0.114,0.816,161.279
214,214,dummy,1UAQ6qdxW1Fx8KJlCqmKtd,0.521,0.456,4,-8.763,1,0.0286,0.316,0.00139,0.126,0.697,114.256
215,215,dummy,74liEG6WRuWtO5O6duJzvo,0.527,0.761,0,-7.541,1,0.0282,0.191,0.0,0.074,0.845,181.251
216,216,dummy,53xhMbWiLFQKul6AJkV3t4,0.467,0.709,7,-8.289,1,0.0323,0.00872,0.862,0.196,0.139,111.176
217,217,dummy,7fRvtXvJMpGfTLdF0M09a1,0.72,0.967,9,-4.434,0,0.0343,0.0289,0.000345,0.142,0.977,129.766
218,218,dummy,47tr8bcKGDfJjFZzVUuNCG,0.517,0.925,9,-4.81,1,0.0796,0.0119,9.89e-05,0.384,0.868,149.976
219,219,dummy,4Vb8fzZfCOI351qz1g0ExT,0.578,0.777,0,-9.268,1,0.0428,0.313,2.61e-05,0.131,0.92,148.703
220,220,dummy,27e6jzuNB6LKOo9Yeec7q3,0.464,0.741,7,-5.883,1,0.0306,0.0025,7.16e-06,0.124,0.688,156.055
221,221,dummy,5YhQF2eV8whKNOO0d0JdTz,0.617,0.458,3,-8.665,1,0.0273,0.0985,6.37e-05,0.146,0.5,117.879
222,222,dummy,276fp3HCFwP78VmXJjCx0p,0.425,0.585,11,-5.589,0,0.0305,0.00303,1.03e-06,0.12,0.16,142.889
223,223,dummy,3K75MBDLgx60Q6MWEQOIO6,0.373,0.934,11,-4.743,1,0.112,0.0312,0.136,0.705,0.382,112.685
224,224,dummy,2GcHVsMSNFADZy2IeWs3am,0.563,0.647,0,-5.127,1,0.0301,0.00913,6.91e-05,0.115,0.967,182.012
225,225,dummy,4rCWS5j5EtY6PMTLvC1pps,0.492,0.298,9,-12.628,1,0.081,0.415,2.09e-05,0.119,0.703,175.464
226,226,dummy,6pze77TJHCUv1JBjYtqE9E,0.179,0.948,7,-4.162,1,0.093,1.08e-05,0.000242,0.196,0.439,74.236
227,227,dummy,1w5qgcwCOfGGE2qIz0p48B,0.64,0.624,2,-6.361,1,0.0294,0.0137,0.0,0.0991,0.686,123.942
228,228,dummy,5uxb9mE0Jd4oEEECxmNxbP,0.417,0.849,1,-4.199,0,0.0481,0.0146,0.000387,0.0673,0.594,94.267
229,229,dummy,3yAxx9pGfSMl0Kx4Ob9dsY,0.503,0.662,2,-7.749,1,0.0562,0.0129,0.00857,0.107,0.94,81.417
230,230,dummy,4fi4eli6dGwcIAiIB9y30W,0.469,0.881,9,-11.154,0,0.0348,0.0183,3.21e-05,0.498,0.744,85.501
231,231,dummy,13JVOEIM2yBp2vTIaiuUNo,0.473,0.945,4,-5.735,0,0.0727,3.61e-05,0.197,0.214,0.501,130.025
232,232,dummy,7LdKMBKthcdBnAqlAIGqCB,0.552,0.774,2,-9.106,1,0.0292,0.0168,0.0,0.0701,0.783,110.906
233,233,dummy,2xbR7GqoBAZZtSSU8aFD60,0.336,0.984,2,-4.071,1,0.079,0.00023,0.000153,0.347,0.219,143.103
234,234,dummy,2nJ4BlDjrElxxwcOX0yGJ0,0.393,0.554,1,-10.464,0,0.045,0.432,0.245,0.138,0.736,114.613
235,235,dummy,0SMkzFGJOBFDI9KfYD55L0,0.536,0.854,7,-6.907,1,0.0298,0.0129,0.743,0.156,0.905,122.733
236,236,dummy,1h7cjmKgkw5D0iw0FzaoRB,0.598,0.911,4,-6.184,1,0.0598,0.047,0.0,0.116,0.711,145.484
237,237,dummy,6gjzlX1MlA9JdpbfhkOKTr,0.415,0.911,0,-2.577,1,0.0439,0.00011,0.000223,0.104,0.337,135.452
238,238,dummy,2fa7m5hj6GW1B384rHaXx8,0.443,0.852,0,-4.95,1,0.0355,0.0144,0.00231,0.601,0.333,144.052
239,239,dummy,1Z39z6MnZqemvR9wnFgvix,0.644,0.816,11,-6.078,1,0.297,0.138,0.0,0.17,0.801,93.837
240,240,dummy,5UB05M7pQk2i9RtPITIDjw,0.283,0.936,5,-6.262,1,0.0728,0.000858,0.000317,0.256,0.48,145.744
241,241,dummy,4l9fOpDy6cqwaXSsl5l48v,0.456,0.747,8,-6.107,1,0.0292,0.31,2.41e-06,0.0814,0.612,85.001
242,242,dummy,2F0ADF1oXdIQPrjDzI24jQ,0.61,0.798,5,-6.108,0,0.0275,0.051,0.000724,0.405,0.946,141.378
243,243,dummy,6mbjNtS1Hs6GG289OJDbu7,0.469,0.496,11,-8.974,1,0.0388,0.768,0.23,0.186,0.489,189.651
244,244,dummy,3qvA3Jk1LpKK2o7A08MGF8,0.537,0.832,1,-4.245,1,0.0358,0.0508,0.0,0.078,0.872,123.804
245,245,dummy,2jxH1ZOy8xHd90xNVml77W,0.603,0.484,10,-12.79,1,0.0337,0.0926,0.00165,0.1,0.585,128.018
246,246,dummy,3tF4TjrAO9dxg0AzBRmk5R,0.419,0.827,0,-4.557,1,0.0451,0.514,3.55e-05,0.127,0.718,110.885
247,247,dummy,4YN94yxYWFfhk9YbmOIqR4,0.403,0.767,4,-6.743,1,0.0431,0.0366,0.0,0.318,0.743,125.469
248,248,dummy,6IhO1SFSXya8I9ixP8RzAb,0.583,0.833,0,-8.29,1,0.0343,0.0531,5.57e-05,0.16,0.81,119.884
249,249,dummy,05TzawC4tCFkB5Lvm6efph,0.317,0.987,2,-2.379,1,0.081,0.000777,2.14e-05,0.0714,0.407,157.989
250,250,dummy,1H5IfYyIIAlgDX8zguUzns,0.487,0.382,7,-10.889,1,0.0309,0.0422,4.74e-06,0.411,0.714,116.557
251,251,dummy,6zJms3MX11Qu1IKF44LoRW,0.217,0.305,1,-9.495,1,0.0321,0.885,0.00271,0.201,0.12,82.848
252,252,dummy,2oZ2mJOAETCVzA6c9SJteS,0.6,0.727,0,-4.305,1,0.0272,0.00925,2.96e-06,0.0524,0.628,106.988
253,253,dummy,3PSMcb1gU5A8DveqU2K4z2,0.611,0.313,4,-10.242,1,0.0339,0.835,0.000315,0.111,0.378,134.858
254,254,dummy,46QrTPAuu0iJHnECJKIWWH,0.486,0.71,4,-5.501,1,0.0429,0.0425,7.55e-06,0.108,0.438,145.821
255,255,dummy,5atFAXIgMXP378op4FaxBm,0.712,0.308,11,-16.003,0,0.036,0.328,0.0,0.0835,0.5,94.123
256,256,dummy,7e1J5LYQjQEpyMHNF0FFTs,0.558,0.494,6,-8.25,1,0.0298,0.627,0.000637,0.126,0.432,132.047
257,257,dummy,1bYItjcPRtxZs6Ir71O5RB,0.313,0.078,0,-17.583,1,0.0332,0.955,4.48e-06,0.169,0.125,128.065
258,258,dummy,0Y1fueUFu8jQtUxdUmOojf,0.685,0.15,2,-20.543,1,0.039,0.797,0.0461,0.1,0.125,124.956
259,259,dummy,0Kvx22z9wGHn0y2ZiWW9Ft,0.397,0.251,11,-15.434,0,0.0318,0.848,0.00138,0.0903,0.193,157.547
260,260,dummy,0sKAZF2T0hD3SfEr0U0rqX,0.532,0.597,0,-4.788,1,0.0692,0.335,0.0,0.0699,0.666,74.388
261,261,dummy,1U1GtaJeYwGsPgqV9Me5bb,0.504,0.321,7,-13.807,1,0.0316,0.149,0.000107,0.147,0.577,170.134
262,262,dummy,06zhgqhDgIM6CMI4NyDVxu,0.668,0.105,4,-15.886,1,0.0406,0.962,0.0263,0.0914,0.189,74.939
263,263,dummy,3XtkcPHbYX0BImTQLlbSVN,0.499,0.0875,5,-20.383,1,0.05,0.871,0.000221,0.11,0.418,153.439
264,264,dummy,5rfvJ9gVDr6f1AmM2g66HS,0.581,0.371,3,-12.089,0,0.0463,0.864,7.62e-05,0.104,0.559,120.378
265,265,dummy,53Pgsvu3qSYO2aXt5J2vcL,0.592,0.637,11,-8.48,1,0.0992,0.562,0.0,0.13,0.565,159.701
266,266,dummy,6oR3lQqRqbm0j54OGRc1mb,0.429,0.174,0,-12.185,1,0.0349,0.909,0.0,0.116,0.123,108.691
267,267,dummy,5p3JunprHCxClJjOmcLV8G,0.575,0.318,0,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522
268,268,dummy,3e4U9iktBP3KJxht6xSXXs,0.596,0.432,10,-13.178,1,0.0248,0.576,0.00539,0.089,0.37,86.996
269,269,dummy,5BM4OgN8Giv7Wi5K8TN02M,0.431,0.497,4,-6.501,1,0.0318,0.383,0.0,0.116,0.414,142.972
270,270,dummy,5Ukzlujip1Slqka5OY82YS,0.422,0.405,6,-11.126,1,0.101,0.323,0.0,0.15,0.578,74.13
271,271,dummy,5RBx3tM9hmVJAOnSUHIWkn,0.462,0.767,10,-5.038,1,0.0686,0.0395,0.0,0.728,0.901,201.064
272,272,dummy,7ra7mVrA3SGTNzImA7UacC,0.651,0.195,0,-16.543,1,0.121,0.95,0.121,0.109,0.272,168.483
273,273,dummy,4UoJ14X24nu9YGwE1r0JOy,0.677,0.826,0,-3.107,1,0.0245,0.0043,0.0381,0.111,0.605,105.982
274,274,dummy,0IVkP59yJ9GFF6B7IrvrxA,0.709,0.446,0,-9.904,1,0.037,0.716,2.39e-05,0.11,0.843,140.993
275,275,dummy,6SgRH5w12p02thuNLjefZj,0.602,0.504,8,-8.839,1,0.0266,0.773,0.0759,0.334,0.557,126.002
276,276,dummy,3WD91HQDBIavSapet3ZpjG,0.39,0.252,6,-9.666,0,0.0298,0.808,0.0,0.0887,0.181,122.053
277,277,dummy,38YgZVHPWOWsKrsCXz6JyP,0.672,0.623,9,-5.699,1,0.0297,0.241,0.0,0.0848,0.617,92.018
278,278,dummy,3sOEdZiqjCYlEz84eRJXf7,0.882,0.367,6,-8.933,0,0.0648,0.63,0.000482,0.187,0.449,95.508
279,279,dummy,2UjGyCvayHjGihV3oLhD8a,0.937,0.528,0,-6.305,1,0.0353,0.0952,1.1e-06,0.237,0.766,104.96
280,280,dummy,50FgfudO6MUkdP3XMIf1hh,0.324,0.494,7,-7.274,1,0.0319,0.221,0.0,0.347,0.39,125.766
281,281,dummy,3EtIraJEHVSbBvLw5msioH,0.53,0.264,5,-18.16,0,0.038,0.552,0.694,0.133,0.489,90.048
282,282,dummy,3LHg768dEKqJKht2uPTlVR,0.463,0.368,9,-11.546,1,0.048,0.376,0.0,0.149,0.75,141.974
283,283,dummy,4yhf8baL67t7mabOrHGRHg,0.297,0.169,0,-16.369,1,0.0361,0.876,0.152,0.0856,0.0886,119.642
284,284,dummy,7zkLpY72g6lKQbiHDqri1S,0.526,0.299,8,-13.797,1,0.031,0.941,0.097,0.106,0.679,156.848
285,285,dummy,6Uy6K3KdmUdAfelUp0SeXn,0.551,0.836,10,-3.838,0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063
286,286,dummy,60s0QWaOZ2UTzqdIHBCt3x,0.785,0.457,1,-13.827,0,0.0273,0.643,2.57e-06,0.172,0.692,104.205
287,287,dummy,28lU91CRfUdWJEY7KbhZBL,0.459,0.823,4,-6.481,1,0.037,0.00332,1.75e-05,0.189,0.55,152.062
288,288,dummy,34q2Y1O5zMeuBhX4WYn0aZ,0.657,0.549,0,-8.215,1,0.0302,0.143,0.841,0.139,0.313,125.755
289,289,dummy,6WuRo5MdVrpKCl6lkKIAlp,0.552,0.213,5,-16.777,1,0.0387,0.577,0.0105,0.116,0.332,116.165
290,290,dummy,4B2lJinAkeNLSJjcq3dg8Q,0.342,0.2,4,-13.569,1,0.0324,0.134,0.000153,0.341,0.0743,133.113
291,291,dummy,6sKecUhK5FxoWGUyuWsYZl,0.621,0.484,6,-9.602,0,0.0324,0.762,0.9,0.151,0.447,114.965
292,292,dummy,08kTO4EW0jb07zNsCNM83w,0.281,0.779,7,-5.104,1,0.0514,0.0437,0.0,0.37,0.344,167.172
293,293,dummy,2oXvizvCiIIpkyVyzQS6Qr,0.467,0.384,1,-9.968,1,0.0278,0.77,1.98e-06,0.104,0.477,78.685
294,294,dummy,4t8tx6o7oM6Ax66ZUU361y,0.536,0.446,9,-14.98,1,0.029,0.833,0.0103,0.106,0.707,133.785
295,295,dummy,0GgkKy0TpignowFgrWaqXd,0.603,0.541,7,-9.097,1,0.0301,0.15,1.08e-05,0.0721,0.28,142.0
296,296,dummy,7EvZucbeXRDEwT4cFpHEi8,0.537,0.338,3,-12.118,0,0.0283,0.755,5.85e-05,0.848,0.33,89.933
297,297,dummy,615auKcis6sGDrHk6UTeog,0.643,0.495,5,-10.176,0,0.0292,0.421,0.00123,0.082,0.319,127.219
298,298,dummy,63ogaJyLqKCR9BUBzmtnIG,0.473,0.335,8,-11.094,1,0.0321,0.796,0.000914,0.0578,0.608,139.952
299,299,dummy,4Bf22AlhZqSIlCV6xqYfp7,0.403,0.123,9,-17.54,1,0.0426,0.902,0.000478,0.106,0.323,143.702
300,300,dummy,2ShucDs72j94kLl14wlTgT,0.861,0.654,11,-2.178,1,0.106,0.0304,1.46e-06,0.414,0.774,134.037
301,301,dummy,0kpHq2dN6mGgdwqtBCi3IL,0.552,0.718,9,-5.313,0,0.0414,0.513,3.17e-06,0.576,0.476,74.81
302,302,dummy,2ZREF4dOvYoqbGqHPRmnNf,0.578,0.615,10,-7.341,0,0.0324,0.805,0.0,0.228,0.539,132.587
303,303,dummy,0FucO727gTX74LtCicLEet,0.361,0.327,4,-12.857,0,0.0475,0.558,0.0,0.132,0.274,139.952
304,304,dummy,257tDeNMcETF5BBfwG24Ld,0.74,0.653,2,-8.803,0,0.0494,0.74,4.93e-06,0.0788,0.872,154.326
305,305,dummy,7heBXkYOWhLWCqrYDIK2uZ,0.53,0.37,7,-10.284,0,0.0571,0.72,6.82e-05,0.253,0.954,166.079
306,306,dummy,5MnGvU3YAEcm7fmAMpucpc,0.454,0.477,10,-9.496,0,0.0316,0.82,0.0307,0.0802,0.405,81.774
307,307,dummy,1l45tcIoPEl3zYrZvzx4gv,0.801,0.82,7,-7.143,0,0.0589,0.145,1.01e-06,0.23,0.91,123.853
308,308,dummy,2NWoRU0qCSWIlgDxzlt4yK,0.812,0.584,8,-8.112,0,0.0336,0.349,0.0,0.163,0.905,121.86
309,309,dummy,6qEEiWJwWyFtn7rfwTp8lP,0.669,0.771,11,-3.625,0,0.0374,0.351,0.0,0.132,0.71,147.98
310,310,dummy,7dmU0EooTrtM7JYpbjJlND,0.412,0.836,2,-3.471,0,0.116,0.581,4.73e-05,0.422,0.686,156.418
311,311,dummy,3BCsPOvAgQQxkbIn5klUkn,0.733,0.658,1,-8.721,1,0.0326,0.17,1.7e-06,0.156,0.907,151.803
312,312,dummy,6SInUXYcKLtmODUk8W8UCW,0.678,0.363,7,-13.988,0,0.0807,0.986,0.397,0.115,0.627,62.601
313,313,dummy,66jPvbR823nTyZYUuXLts1,0.569,0.237,7,-11.465,1,0.0301,0.979,0.00207,0.308,0.425,99.861
314,314,dummy,0SBe2apaCUMS7AxDLTHp39,0.701,0.487,9,-11.886,0,0.0344,0.711,5.62e-06,0.294,0.548,131.746
315,315,dummy,0zU76X5zmysYC5GSQLnvjT,0.391,0.112,6,-16.446,0,0.0326,0.971,0.0,0.196,0.411,95.59
316,316,dummy,0RyR5I7fL691iSqXE3hq9S,0.544,0.523,4,-10.932,0,0.0686,0.833,5.28e-06,0.262,0.879,152.132
317,317,dummy,3bhtEyjgAKxdHWEruc8yGr,0.767,0.635,9,-8.757,0,0.0307,0.0702,0.0,0.0265,0.927,122.515
318,318,dummy,139RwLyp7r8F9ojvhGF5lC,0.409,0.89,0,-6.839,1,0.0558,0.088,0.107,0.0935,0.268,100.409
319,319,dummy,6tBOBqczRJ64HAkD62dJuq,0.458,0.703,0,-6.023,0,0.0822,0.836,0.0,0.108,0.766,74.277
320,320,dummy,7gyUrPGHjDSrhd2ZT3nDko,0.439,0.427,9,-13.855,0,0.051,0.869,0.000174,0.256,0.352,120.861
321,321,dummy,3DWgIVEHBfnUIrh8bfmqgr,0.595,0.913,10,-6.868,0,0.0572,0.11,2.12e-06,0.343,0.807,182.997
322,322,dummy,4V0M8bSxSNSMj5uJu2hhGc,0.564,0.617,9,-14.61,0,0.0746,0.0361,0.00168,0.0687,0.73,180.138
323,323,dummy,2PIRGxL3Lf33xg7IQ97HZF,0.611,0.629,10,-6.304,1,0.0689,0.873,8.75e-06,0.611,0.942,107.721
324,324,dummy,7CuAsFetTlm29oF1Jvrthj,0.424,0.368,9,-10.38,0,0.0328,0.771,0.0,0.234,0.519,161.495
325,325,dummy,5gn9y8Z6GQ7DNaYdP112Zt,0.687,0.55,10,-7.439,0,0.0347,0.553,5.84e-06,0.0547,0.76,105.214
326,326,dummy,08xDqifgx5tMyO5N4MOD8w,0.736,0.91,8,-5.206,1,0.0584,0.132,0.0,0.242,0.884,82.461
327,327,dummy,2VLvvdu8xka52ZYIYFt6mB,0.832,0.891,10,-4.785,0,0.0719,0.0472,0.115,0.0252,0.964,123.005
328,328,dummy,3wcwgLbRO7RDN3AvEa3wIR,0.445,0.589,3,-5.571,1,0.0394,0.412,3.35e-05,0.09,0.526,132.994
329,329,dummy,3j31qv73B1tSDqP3nD7RlH,0.418,0.405,6,-12.009,0,0.0391,0.522,0.0,0.22,0.698,150.174
330,330,dummy,5SiaXAwve5PgvO0zAPL6RV,0.338,0.731,9,-7.941,0,0.132,0.168,0.0,0.183,0.424,136.947
331,331,dummy,53JRzbqeHoaqRPKmKPRrp5,0.841,0.481,0,-13.31,1,0.0716,0.36,4.05e-05,0.479,0.906,124.658
332,332,dummy,58WgHeVNAPNtZIQtIY4l0I,0.618,0.714,2,-4.942,0,0.0336,0.295,0.0,0.0529,0.866,105.371
333,333,dummy,2uTVfdDYKYhRKThDlcBDD0,0.607,0.575,7,-9.777,0,0.099,0.356,6.57e-06,0.0608,0.769,78.35
334,334,dummy,38gTSYhcfJLIKoJLoQ325l,0.725,0.662,3,-7.619,0,0.12,0.735,0.0,0.0596,0.832,149.96
335,335,dummy,3arZnD50gaIVsrkLAx3C5o,0.62,0.695,5,-7.888,0,0.0341,0.607,0.0,0.139,0.885,125.972
336,336,dummy,3ag8ZEE7Dn2iEkyspnMBYd,0.333,0.347,4,-10.987,0,0.0301,0.899,0.0,0.621,0.52,135.651
337,337,dummy,1ezANRhOu41ndn7xABSErT,0.244,0.18,11,-22.085,1,0.0387,0.867,0.566,0.0453,0.155,83.41
338,338,dummy,5hHtBjMh69VlZyqEoicfMh,0.475,0.275,10,-12.547,0,0.0418,0.863,0.0,0.1,0.328,116.292
339,339,dummy,0i7ZrzgKJQEKot8x5T22HE,0.379,0.183,10,-14.116,0,0.0387,0.911,0.18,0.257,0.208,113.56
340,340,dummy,2JvBEz6SEJZG34UBxbytC2,0.623,0.428,2,-13.345,0,0.0946,0.369,1.37e-05,0.0529,0.594,125.066
341,341,dummy,1NqwzepnLBcdsWA4AfSs32,0.72,0.564,1,-11.04,0,0.0408,0.426,0.0,0.128,0.744,105.691
342,342,dummy,0W2tZK32f8SYncvWlp782E,0.588,0.826,10,-6.495,0,0.0884,0.0877,0.167,0.322,0.767,190.99
343,343,dummy,22QoAorKLmZs0P7EoS2ame,0.498,0.455,0,-7.87,0,0.0653,0.624,0.0,0.134,0.668,157.508
344,344,dummy,2ZPCftORmXd7FoHWjr8yTM,0.503,0.511,5,-11.407,0,0.227,0.792,0.0,0.0968,0.929,171.038
345,345,dummy,0TdjAqEuCqAsVa0pBdrZHs,0.768,0.799,2,-4.463,0,0.0584,0.0597,2.75e-05,0.0459,0.512,95.03
346,346,dummy,43dgkeNHvhDKyhGwHQbMVD,0.711,0.671,3,-5.876,0,0.0916,0.134,2.13e-06,0.104,0.462,127.897
347,347,dummy,57il4lqT6lGbmqJIGBOd1t,0.386,0.474,7,-6.498,0,0.0478,0.895,4.23e-06,0.272,0.2,109.274
348,348,dummy,73l7xaszUM8TT63rRLCZN0,0.606,0.298,7,-11.162,0,0.0643,0.658,9.26e-05,0.123,0.241,146.908
349,349,dummy,7qBehwmnVxlkys2USkAJp9,0.198,0.199,4,-16.534,1,0.0396,0.902,0.000214,0.0686,0.179,66.579
350,350,dummy,15AbuFJdFrbINydSMSqVhV,0.464,0.536,1,-8.372,0,0.0472,0.159,0.0,0.0969,0.252,145.772
351,351,dummy,2gcnNWEv9x0g6FhEeWtYuV,0.562,0.742,0,-6.461,1,0.0422,0.659,0.0,0.107,0.71,165.83
352,352,dummy,3Q9Q9rYI2hwYZNl0Mmc2FB,0.623,0.398,0,-5.804,1,0.0457,0.605,0.0,0.125,0.754,80.115
353,353,dummy,5UNKhmppwHMhqV2s9iYX6a,0.674,0.407,7,-6.927,1,0.129,0.365,0.0,0.158,0.212,148.339
354,354,dummy,6D9QbHebVk2V7jowSvLmhp,0.668,0.774,4,-6.659,1,0.0312,0.151,0.0,0.297,0.707,102.039
355,355,dummy,0zZnBbRW4Dt4cJKVtUQFwF,0.675,0.958,11,-4.208,0,0.0611,0.17,0.0,0.965,0.813,128.006
356,356,dummy,68RvCYDKtz9HR1WMR9D9VV,0.493,0.606,7,-6.454,0,0.0389,0.559,6.46e-05,0.709,0.287,140.239
357,357,dummy,3TTGJWEf6djut1oziq9h02,0.735,0.419,10,-10.348,1,0.0386,0.801,0.0,0.12,0.272,111.955
358,358,dummy,6PyD9wjBeQB2pFZJl14KsM,0.692,0.624,10,-6.283,1,0.0296,0.0983,0.000144,0.124,0.894,118.94
359,359,dummy,5EhzE6HJaCcLFrf5rPqvpk,0.332,0.592,1,-6.127,1,0.0371,0.0824,0.0,0.109,0.31,170.391
360,360,dummy,4OopEJ9H8ZMkGuSLz13jGg,0.781,0.884,9,-2.76,1,0.0744,0.0482,0.0,0.079,0.832,134.048
361,361,dummy,5HGxHBnvkOoYIa96sw6VMs,0.717,0.723,2,-5.505,1,0.0604,0.655,1.66e-05,0.169,0.966,129.877
362,362,dummy,7j9KvkECxdsQQesY1GktXj,0.586,0.829,1,-5.749,1,0.0998,0.247,0.00595,0.127,0.447,167.678
363,363,dummy,7vcDJCAO356RYkCfiUozmE,0.374,0.85,4,-5.657,0,0.0404,0.0904,0.0,0.116,0.348,125.796
364,364,dummy,4mBWeIhP0oa26XwKMyXbgU,0.832,0.549,6,-10.173,1,0.0528,0.106,0.00695,0.364,0.926,129.997
365,365,dummy,5JpOkusDXbxrcPj1Kd0O2Q,0.528,0.465,1,-8.528,1,0.0438,0.394,1.21e-05,0.254,0.482,165.794
366,366,dummy,4TkNaOLBBSHVI4W5vjuAKK,0.682,0.552,0,-7.064,1,0.046,0.31,0.0,0.349,0.745,139.974
367,367,dummy,03f28Kmu5AlIdKAfEJiI8F,0.763,0.82,1,-4.873,0,0.0373,0.0515,4.65e-05,0.316,0.905,119.971
368,368,dummy,0ll9JAIrM3NVBOMl45sxSX,0.871,0.481,7,-9.068,1,0.0383,0.52,5.54e-05,0.0809,0.664,103.063
369,369,dummy,1nULBrlzWatdcjA2ZctIMv,0.579,0.758,11,-7.08,1,0.0281,0.0731,0.00292,0.708,0.288,109.054
